_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Estimated Total GHG Emissions (kgCO2e)
3473,101980,1002333000.0,CITY OF BOSTON,50-60 Bickford St,2130.0,921 925 Parker St,2130.0,,,Multifamily Housing ,,,,,,,,,,,,,,,,
3474,101981,1002333000.0,CITY OF BOSTON,30-40 Bickford St,2130.0,921 925 Parker St,2130.0,,,Multifamily Housing ,,,,,,,,,,,,,,,,
3494,102036,1402862000.0,CITY OF BOSTON,140-150 Stratton St Ext,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3501,102043,1402862000.0,CITY OF BOSTON,110-114 Westview St,2124.0,180 20 Stratton St,2124.0,,,Multifamily Housing ,,,,,,,,,,,,,,,,
3502,102044,1402862000.0,CITY OF BOSTON,120-124 Westview St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3503,102045,1402862000.0,CITY OF BOSTON,126-130 Westview St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3504,102046,1402862000.0,CITY OF BOSTON,60-64 Westview St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3505,102047,1402862000.0,CITY OF BOSTON,70-74 Westview St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3506,102048,1402862000.0,CITY OF BOSTON,80-82 Westview St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3507,102049,1402862000.0,CITY OF BOSTON,90-94 Westview St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3508,102050,1402862000.0,CITY OF BOSTON,111-115 Ames St,2124.0,180 20 Stratton St,2124.0,,,Multifamily Housing ,,,,,,,,,,,,,,,,
3509,102051,1402862000.0,CITY OF BOSTON,121-125 Ames St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3510,102052,1402862000.0,CITY OF BOSTON,131-135 Ames St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3511,102053,1402862000.0,CITY OF BOSTON,141-145 Ames St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3512,102054,1402862000.0,CITY OF BOSTON,181-183 Stratton St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3513,102055,1402862000.0,CITY OF BOSTON,191-195 Stratton St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3514,102056,1402862000.0,CITY OF BOSTON,201-205 Stratton St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3519,102061,1402862000.0,CITY OF BOSTON,100 Ames St,2124.0,180 20 Stratton St,2124.0,,,,,,,,,,,,,,,,,,,
3520,102062,1402863001.0,CITY OF BOSTON,15 Talbot Ave,2124.0,15 Talbot Av,2124.0,,,,,,,,,,,,,,,,,,,
4723,102095,1808963000.0,CITY OF BOSTON,15 Everett St,2136.0,15 Everett St,2136.0,,,,,,,,,,,,,,,,,,,
3521,102116,1903515000.0,CITY OF BOSTON,10-20 Brookway Ter,2131.0,170 40 Brookway Rd,2131.0,,,,,,,,,,,,,,,,,,,
3522,102117,1903515000.0,CITY OF BOSTON,2-6 Brookway Ter,2131.0,170 40 Brookway Rd,2131.0,,,,,,,,,,,,,,,,,,,
3523,102118,1903515000.0,CITY OF BOSTON,120-130 Brookway Rd,2131.0,170 40 Brookway Rd,2131.0,,,,,,,,,,,,,,,,,,,
3524,102119,1903515000.0,CITY OF BOSTON,80-110 Brookway Rd,2131.0,170 40 Brookway Rd,2131.0,,,Multifamily Housing ,,,,,,,,,,,,,,,,
3525,102120,1903515000.0,CITY OF BOSTON,40-50 Brookway Rd,2131.0,170 40 Brookway Rd,2131.0,,,,,,,,,,,,,,,,,,,
4724,102123,2000011000.0,CITY OF BOSTON,4199 Washington St,2131.0,4199 Washington St,2131.0,,,,,,,,,,,,,,,,,,,
693,102162,1800113400.0,CITY OF BOSTON PUBLIC HEALTH,201 River St,2126.0,201 203 River St,2126.0,38618.0,Residential Care Facility,Residential Care Facility ,,,,,,,,,,,,,,,,
694,102163,1800113400.0,CITY OF BOSTON PUBLIC HEALTH,205 River St,2126.0,201 203 River St,2126.0,29494.0,Energy/Power Station,"Repair Services Vehicle, Shoe, Locksmith, etc , Energy/Power Station ",,,,,,,,,,,,,,,,
3526,102169,903880010.0,CITY ON A HILL FOUNDATION,18 Hulbert St,2119.0,58 Circuit St,2119.0,,,,,,,,,,,,,,,,,,,
3527,102172,1901144010.0,CITYGREEN CONDO TR,111-121 Green St,2130.0,111 131 Green St,2130.0,,,,,,,,,,,,,,,,,,,
3528,102173,1901144010.0,CITYGREEN CONDO TR,131-135 Green St,2130.0,111 131 Green St,2130.0,,,,,,,,,,,,,,,,,,,
3529,102174,1807913000.0,CLARE GARDENS CONDO TR,175 Clare Ave,2136.0,175 Clare Av,2136.0,,,,,,,,,,,,,,,,,,,
3530,102280,400213000.0,CLARENDON/WARREN CONDO TR,4-16 Clarendon St,2116.0,4 16 Clarendon St,2116.0,,,,,,,,,,,,,,,,,,,
3531,102281,400213000.0,CLARENDON/WARREN CONDO TR,70 Warren Ave,2116.0,4 16 Clarendon St,2116.0,,,,,,,,,,,,,,,,,,,
3532,102283,2102476000.0,CLARIDGE HOUSE TS,1933 Commonwealth Ave,2135.0,1933 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
4725,102284,2001593000.0,CLAY CONSOLIDATED LLC,361 Belgrade Av,2131.0,361 Belgrade Av,2131.0,,,,,,,,,,,,,,,,,,,
3533,102286,1502975000.0,CLCS REALTY CORPORATION,395 Columbia Rd,2125.0,395 399 Columbia Rd,2125.0,,,,,,,,,,,,,,,,,,,
3534,102293,2102440014.0,CLEVELAND CIRCLES SENIOR HOUSING OWNER LLC,385 Chestnut Hill Ave,2135.0,381 399 Chestnut Hill Av,2135.0,,,,,,,,,,,,,,,,,,,
3535,102294,1804765000.0,CLIFFMONT CONDOMINIUM TRUST,99A-109 Grew Ave,2131.0,119 145 Grew Av,2131.0,,,,,,,,,,,,,,,,,,,
4726,102304,105401000.0,CLIPPERSHIP APARTMENTS LP,125-131 Sumner St,2128.0,125 Sumner St,2128.0,,,,,,,,,,,,,,,,,,,
3536,102312,202734000.0,CO OPERATIVES OF CHARLES,85-99 Medford St,2129.0,Medford St,2129.0,,,,,,,,,,,,,,,,,,,
3537,102334,201513000.0,COBBLESTONE LANDING CONDO TR,53 N Mead St,2129.0,412 420 Medford St,2129.0,,,,,,,,,,,,,,,,,,,
3538,102335,201513000.0,COBBLESTONE LANDING CONDO TR,424-426 Medford St,2129.0,412 420 Medford St,2129.0,,,,,,,,,,,,,,,,,,,
3539,102336,201513000.0,COBBLESTONE LANDING CONDO TR,420-422 Medford St,2129.0,412 420 Medford St,2129.0,,,,,,,,,,,,,,,,,,,
3540,102337,201513000.0,COBBLESTONE LANDING CONDO TR,25-53 N Mead St,2129.0,412 420 Medford St,2129.0,,,,,,,,,,,,,,,,,,,
3541,102339,1704804010.0,CODMAN ACADEMY REALTY CORP,618-638 Washington St,2124.0,363 367 Talbot Av,2124.0,,,,,,,,,,,,,,,,,,,
4727,102340,1701640000.0,CODMAN COMMONS CONDO TRUST,239A Norfolk St,2124.0,245 265 Norfolk St,2124.0,,,,,,,,,,,,,,,,,,,
4728,102341,1701640000.0,CODMAN COMMONS CONDO TRUST,241A-241I Norfolk St,2124.0,245 265 Norfolk St,2124.0,,,,,,,,,,,,,,,,,,,
4729,102342,1701640000.0,CODMAN COMMONS CONDO TRUST,245-265 Norfolk St,2124.0,245 265 Norfolk St,2124.0,,,,,,,,,,,,,,,,,,,
4730,102343,1701640000.0,CODMAN COMMONS CONDO TRUST,239A-239E Norfolk St,2124.0,245 265 Norfolk St,2124.0,,,,,,,,,,,,,,,,,,,
4731,102344,1701640000.0,CODMAN COMMONS CONDO TRUST,265 Norfolk St,2124.0,245 265 Norfolk St,2124.0,,,,,,,,,,,,,,,,,,,
3542,102345,1701145000.0,CODMAN ORLANDO WALDECK LLC,91-93 Waldeck St,2124.0,91 Waldeck St,2124.0,,,,,,,,,,,,,,,,,,,
3543,102353,503814000.0,COLONIAL CONDOMINIUM TR,382 Commonwealth Ave,2215.0,382 Commonwealth Av,2215.0,,,,,,,,,,,,,,,,,,,
4732,102354,1303340000.0,COLUMBIA PARK CONDO TR,15-31 Carson St,2125.0,15 21 Carson St,2125.0,,,,,,,,,,,,,,,,,,,
4733,102355,1400082000.0,COLUMBIA RD COMMUNITY DEVEL,185 Columbia Rd,2121.0,185 Columbia Rd,2121.0,,,,,,,,,,,,,,,,,,,
4734,102369,303575000.0,COMMERCIAL BLOCK BUILDING CONDO TR,142 Commercial St,2109.0,144 126 Commercial St,2109.0,,,,,,,,,,,,,,,,,,,
3544,102372,2101579000.0,COMMONWEALTH 1144 LPS MASS LPS,1156 Commonwealth Ave,2134.0,1156 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3545,102377,2100863000.0,COMMONWEALTH 1227-1245 LPS,1227-1239 Commonwealth Ave,2134.0,191 199 Harvard Av,2134.0,,,,,,,,,,,,,,,,,,,
3546,102380,2101058000.0,COMMONWEALTH 1375,1375 Commonwealth Ave,2134.0,1375 1377 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3547,102382,2100470000.0,COMMONWEALTH BABCOCK ASSOCTS,195 Gardner St,2134.0,1035 1037 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3548,102384,2100751000.0,COMMONWEALTH ELEVEN 37,1131-1133 Commonwealth Ave,2134.0,1131 1133 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3549,102385,2100752000.0,COMMONWEALTH ELEVEN 37,1135-1137 Commonwealth Ave,2134.0,1135 1137 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3550,102388,2102628000.0,COMMONWEALTH HILL LLC MASS LLC,1705-1711 Commonwealth Ave,2135.0,1705 1711 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
4735,102389,2100866000.0,COMMONWEALTH OAKS CONDO TR,1251 Commonwealth Ave,2134.0,1251 1263 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
5746,102391,107063000.0,COMMONWEALTH OF MASS,Deer Island,2128.0,Deer Island,2128.0,193143.0,,Wastewater Treatment Plant ,,,,,,,,,,,,,,,,
5747,102392,202162025.0,COMMONWEALTH OF MASS,60 Bunker Hill Industrial Park,2129.0,Rutherford Av,2129.0,26270.0,,,,,,,,,,,,,,,,,,
5754,102400,305365035.0,COMMONWEALTH OF MASS,Dorchester Av,2111.0,Dorchester Av,2111.0,24800.0,,,,,,,,,,,,,,,,,,
5755,102401,600004003.0,COMMONWEALTH OF MASS,110 Widett Cir,2127.0,W Fourth St,2127.0,61065.0,,,,,,,,,,,,,,,,,,
4736,102402,602676001.0,COMMONWEALTH OF MASS,412-430 Summer St,2210.0,430 370 Summer St,2210.0,,,,,,,,,,,,,,,,,,,
5756,102403,602678600.0,COMMONWEALTH OF MASS,100 Massport Haul Rd,2210.0,Trilling Wy,2210.0,38200.0,,,,,,,,,,,,,,,,,,
5757,102404,602678600.0,COMMONWEALTH OF MASS,50 Massport Haul Rd,2210.0,Trilling Wy,2210.0,38200.0,,,,,,,,,,,,,,,,,,
5758,102405,801029100.0,COMMONWEALTH OF MASS,20 Bradston St,2118.0,20 Bradston St,2118.0,547851.0,,Prison/Incarceration ,,,,,,,,,,,,,,,,
5759,102406,801048010.0,COMMONWEALTH OF MASS,480 Albany St,2118.0,480 Albany St,2118.0,23188.0,,,,,,,,,,,,,,,,,,
5764,102416,1902796000.0,COMMONWEALTH OF MASS,307-375 South St,2130.0,375 307 South St,2130.0,211108.0,Laboratory,Laboratory ,,,,21595390.8,,,,,,,,,,,,
5765,102417,402027000.0,COMMONWEALTH OF MASS ACTING,600R Huntington Ave,2115.0,600 R Huntington Av,2115.0,1108964.0,College/University,College/University ,,,,26865006.4,,,,,,,,,,,,
5769,102422,1303413000.0,COMMONWEALTH OF MASSACHUSETT,435 Mount Vernon St,2125.0,435 Mt Vernon St,2125.0,24619.0,,,,,,,,,,,,,,,,,,
3551,102424,2101110000.0,COMMONWEALTH PARK CONDO ASSN,1409 Commonwealth Ave #4,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3552,102425,2101110000.0,COMMONWEALTH PARK CONDO ASSN,84 Gordon St,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3553,102426,2101110000.0,COMMONWEALTH PARK CONDO ASSN,88 Gordon St,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3554,102427,2101110000.0,COMMONWEALTH PARK CONDO ASSN,92 Gordon St,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3555,102428,2101110000.0,COMMONWEALTH PARK CONDO ASSN,1427 Commonwealth Ave,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3556,102429,2101110000.0,COMMONWEALTH PARK CONDO ASSN,1409 Commonwealth Ave,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3557,102430,2101110000.0,COMMONWEALTH PARK CONDO ASSN,1411 Commonwealth Ave,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3558,102431,2101110000.0,COMMONWEALTH PARK CONDO ASSN,1415 Commonwealth Ave,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3559,102432,2101110000.0,COMMONWEALTH PARK CONDO ASSN,1419 Commonwealth Ave,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3560,102433,2101110000.0,COMMONWEALTH PARK CONDO ASSN,1423 Commonwealth Ave,2134.0,1409 1427 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
3561,102443,2101776000.0,COMMONWEALTH SQUARE CONDO TR,10 Commonwealth Ct # 10-1,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3562,102444,2101776000.0,COMMONWEALTH SQUARE CONDO TR,11 Commonwealth Ct # 11-1,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3563,102445,2101776000.0,COMMONWEALTH SQUARE CONDO TR,10 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3564,102446,2101776000.0,COMMONWEALTH SQUARE CONDO TR,11 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3565,102447,2101776000.0,COMMONWEALTH SQUARE CONDO TR,8 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3566,102448,2101776000.0,COMMONWEALTH SQUARE CONDO TR,12 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3567,102449,2101776000.0,COMMONWEALTH SQUARE CONDO TR,14 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3568,102450,2101776000.0,COMMONWEALTH SQUARE CONDO TR,7 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3569,102451,2101776000.0,COMMONWEALTH SQUARE CONDO TR,9 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
3570,102452,2101776000.0,COMMONWEALTH SQUARE CONDO TR,15 Commonwealth Ct,2135.0,14 8 Commonwealth Ct,2135.0,,,,,,,,,,,,,,,,,,,
4737,102453,2101788000.0,COMMONWEALTH TERRACE,1464-1468 Commonwealth Ave,2135.0,1474 1464 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
5772,102462,2203416000.0,COMMONWLTH OF MASS,20 Nonantum Rd,2135.0,N Beacon St,2135.0,29132.0,,,,,,,,,,,,,,,,,,
5773,102463,2203416000.0,COMMONWLTH OF MASS,10 Nonantum Rd,2135.0,N Beacon St,2135.0,29132.0,,,,,,,,,,,,,,,,,,
5774,102464,201831000.0,COMMWLTH OF MASS,169 Alford St,2129.0,169 Alford St,2129.0,23400.0,,,,,,,,,,,,,,,,,,
5775,102465,300942000.0,COMMWLTH OF MASS,4 Charles River Dm,2114.0,4 Charles River Dam,2114.0,20194.0,,,,,,,,,,,,,,,,,,
5776,102467,303048000.0,COMMWLTH OF MASS,Commercial St,2109.0,Commercial St,2109.0,238544.0,,,,,,,,,,,,,,,,,,
5777,102468,401841000.0,COMMWLTH OF MASS,621 Huntington Ave,2115.0,115 Palace Rd,2115.0,666771.0,,,,,,,,,,,,,,,,,,
5778,102469,401841000.0,COMMWLTH OF MASS,625 Huntington Ave,2115.0,115 Palace Rd,2115.0,666771.0,,,,,,,,,,,,,,,,,,
5780,102471,1812172000.0,COMMWLTH OF MASS,57 Dedham St,2136.0,57 Dedham St,2136.0,37558.0,,,,,,,,,,,,,,,,,,
5782,102473,1812172000.0,COMMWLTH OF MASS,12 Brainard St,2136.0,57 Dedham St,2136.0,37558.0,,,,,,,,,,,,,,,,,,
3571,102478,701435000.0,COMPASS LANDLORD LLC,1380 Columbia Rd,2127.0,1380 Columbia Rd,2127.0,,,,,,,,,,,,,,,,,,,
3572,102479,503198000.0,CONDO AT 250 COMM AVE TR,250 Commonwealth Ave,2116.0,250 Commonwealth Av,2116.0,,,,,,,,,,,,,,,,,,,
4738,102480,2102013000.0,CONDOMINIUM AT 1662-1666,1662 Commonwealth Ave,2135.0,1666 1662 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
4739,102482,103705000.0,CONDOR PROPERTIES LLC,110-140 Condor St,2128.0,102 140 Condor St,2128.0,,,,,,,,,,,,,,,,,,,
2665,102486,2101375010.0,CONGREGATION OF SISTER OF,615-647 Cambridge St,2135.0,625 667 Cambridge St,2135.0,121245.0,Multifamily Housing,K- School ,,,,,,,,,,,,,,,,
4740,102488,602669000.0,CONGRESS PLAZA LLC MASS LLC,320-324 Congress St,2210.0,320 324 Congress St,2210.0,,,,,,,,,,,,,,,,,,,
3573,102489,602691000.0,CONGRESS VENTURES LLC MASS LLC,305 Congress St,2210.0,305 Congress St,2210.0,,,,,,,,,,,,,,,,,,,
3574,102490,1502823000.0,CONSERVATORY LAB CHARTER,131 Hancock St,2125.0,131 Hancock St,2125.0,,,,,,,,,,,,,,,,,,,
3575,102495,104372000.0,CONSTITUTION APARTMENTS LLC,917 Bennington St,2128.0,917 Bennington St,2128.0,,,,,,,,,,,,,,,,,,,
4741,102505,800940000.0,CORAL BAY TRUST,112-114 Norfolk Ave,2119.0,112 114 Norfolk Av,2119.0,,,,,,,,,,,,,,,,,,,
3576,102506,2101707700.0,COREY ASSISTED LIVING LLC,180 Corey Rd,2135.0,180 Corey Rd,2135.0,,,,,,,,,,,,,,,,,,,
3577,102509,2008816000.0,COREY WROX LLC,418-428 Lagrange St,2132.0,418 428 Lagrange St,2132.0,,,,,,,,,,,,,,,,,,,
4742,102510,2000088000.0,CORINTH-BIRCH LLC,14-22 Birch St,2131.0,14 22 Birch St,2131.0,,,,,,,,,,,,,,,,,,,
3578,102511,601700010.0,COSTELLO HOMES CONDO TR,351-353 W Second St,2127.0,190 F St,2127.0,,,,,,,,,,,,,,,,,,,
3579,102512,1801058000.0,COTE VILLAGE LIMITED PARTNERSHIP,820 Cummins Hwy,2126.0,820 Cummins Hw,2126.0,,,,,,,,,,,,,,,,,,,
5938,"102516, 102517",600007010.0,,,,,,,,,,,,,,,,,,,,,,,,
3580,102518,2201905050.0,COURTSIDE REALTY LLC,40 Guest St,2135.0,40 Guest St,2135.0,,,,,,,,,,,,,,,,,,,
3581,102519,1600540000.0,COURTYARD @ KING SQ CONDO TR,336 Adams St,2122.0,336 Adams St,2122.0,,,,,,,,,,,,,,,,,,,
4743,102520,1605048000.0,COURTYARD AT CEDAR GROVE,873-875 Adams St,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4744,102521,1605048000.0,COURTYARD AT CEDAR GROVE,857-859 Adams St,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4745,102522,1605048000.0,COURTYARD AT CEDAR GROVE,851-853 Adams St,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4746,102523,1605048000.0,COURTYARD AT CEDAR GROVE,429-431 Gallivan Blvd,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4747,102524,1605048000.0,COURTYARD AT CEDAR GROVE,433-435 Gallivan Blvd,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4748,102525,1605048000.0,COURTYARD AT CEDAR GROVE,437-439 Gallivan Blvd,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4749,102526,1605048000.0,COURTYARD AT CEDAR GROVE,861-863 Adams St,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4750,102527,1605048000.0,COURTYARD AT CEDAR GROVE,865-867 Adams St,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4751,102528,1605048000.0,COURTYARD AT CEDAR GROVE,869-871 Adams St,2124.0,429 439 Gallivan Bl,2124.0,,,,,,,,,,,,,,,,,,,
4752,102536,1602617010.0,CPC ERICSSON STREET LLC,8R Ericsson St,2122.0,8 R Ericsson St,2122.0,,,,,,,,,,,,,,,,,,,
4753,102537,1602617011.0,CPC ERICSSON STREET LLC,6R Ericsson St,2122.0,6 R Ericsson St,2122.0,,,,,,,,,,,,,,,,,,,
765,102539,1000649000.0,CPT BRIGHAM CIRCLE LLC DEL LLC,1620 Tremont St,2120.0,1610 Tremont St,2120.0,236236.0,Office,"Restaurant , Office , Medical Office , Supermarket/Grocery Store , Bank Branch , Parking , Retail Store ",,,4452200.3,,,,,,,,,,,,,236456.3579
4754,102541,1404262000.0,CRANMORE WILLIAM,8 Angell St,2124.0,879 881 Blue Hill Av,2124.0,,,,,,,,,,,,,,,,,,,
2666,102542,305341000.0,CRAWFORD BUILDING LPS MASS LPS,174-180 Lincoln St,2111.0,174 180 Lincoln St,2111.0,24642.0,Office,Office ,,,,,,,,,,,,,,,,
4755,102543,1804383000.0,CREFIII FIN RIVERWOOD OWNER  LLC,870 River St,2136.0,912 854 River St,2136.0,,,,,,,,,,,,,,,,,,,
4756,102544,1804383000.0,CREFIII FIN RIVERWOOD OWNER  LLC,880 River St,2136.0,912 854 River St,2136.0,,,,,,,,,,,,,,,,,,,
4757,102545,1804383000.0,CREFIII FIN RIVERWOOD OWNER  LLC,860 River St,2136.0,912 854 River St,2136.0,,,,,,,,,,,,,,,,,,,
4758,102546,1804383000.0,CREFIII FIN RIVERWOOD OWNER  LLC,910-916 River St,2136.0,912 854 River St,2136.0,,,,,,,,,,,,,,,,,,,
3582,102547,1804383000.0,CREFIII FIN RIVERWOOD OWNER  LLC,892 River St,2136.0,912 854 River St,2136.0,,,,,,,,,,,,,,,,,,,
3583,102548,1002038030.0,CREIGHTON COMMONS CONDO TR,21  29 Creighton St,2130.0,21 29 Creighton St,2130.0,,,,,,,,,,,,,,,,,,,
3584,102549,1303330000.0,CRESCENT COURT CONDO TRUST,54 Crescent Ave,2125.0,54 Crescent Av,2125.0,,,,,,,,,,,,,,,,,,,
4759,102554,202128001.0,CROSBY WHISTLE MILL LLC,24 Roland St,2129.0,10 Roland St,2129.0,,,,,,,,,,,,,,,,,,,
3585,102577,100437000.0,CUBE SMART LP,150 William F Mcclellan Hwy,2128.0,150 Wm F Mcclellan Hw,2128.0,,,,,,,,,,,,,,,,,,,
4760,102578,2102041000.0,CUMMINGS ROAD LLC MASS LLC,19-27 Egremont Rd,2135.0,19 27 Egremont Rd,2135.0,,,,,,,,,,,,,,,,,,,
5936,"102580, 102581, 102582",1806659000.0,,,,,,,,,,,,,,,,,,,,,,,,
3586,102586,1901475000.0,CUSTER ESTATE CONDO TR,25 Custer St,2130.0,25 29 Custer St,2130.0,,,,,,,,,,,,,,,,,,,
3587,102587,1901475000.0,CUSTER ESTATE CONDO TR,29 Custer St,2130.0,25 29 Custer St,2130.0,,,,,,,,,,,,,,,,,,,
4761,102591,401037804.0,CWB RETAIL LIMITED PARTNERSHIP,772  778 Boylston St,2116.0,772 778 Boylston St,2116.0,,,,,,,,,,,,,,,,,,,
3588,102593,601111000.0,DAHLGREN HALL CONDOMINIUM TRUST,309 E St,2127.0,309 E St,2127.0,,,,,,,,,,,,,,,,,,,
2669,102594,1903888000.0,DALE VILLAGE CONDO TR,218 Florence St,2131.0,9 15 Marion St,2131.0,9072.0,Multifamily Housing,Multifamily Housing ,,,,101380.8,,,,,,,,,,,,
2670,102595,1903888000.0,DALE VILLAGE CONDO TR,214 Florence St,2131.0,9 15 Marion St,2131.0,9064.0,Multifamily Housing,Multifamily Housing ,,,,84041.0,,,,,,,,,,,,
2671,102596,1903888000.0,DALE VILLAGE CONDO TR,216 Florence St,2131.0,9 15 Marion St,2131.0,9064.0,Multifamily Housing,Multifamily Housing ,,,,114076.8,,,,,,,,,,,,
3589,102597,1903888000.0,DALE VILLAGE CONDO TR,25 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3590,102598,1903888000.0,DALE VILLAGE CONDO TR,27 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3591,102599,1903888000.0,DALE VILLAGE CONDO TR,29 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3592,102600,1903888000.0,DALE VILLAGE CONDO TR,31 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3593,102601,1903888000.0,DALE VILLAGE CONDO TR,33 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3594,102602,1903888000.0,DALE VILLAGE CONDO TR,35 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3595,102603,1903888000.0,DALE VILLAGE CONDO TR,37 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3596,102604,1903888000.0,DALE VILLAGE CONDO TR,39 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3597,102605,1903888000.0,DALE VILLAGE CONDO TR,41 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3598,102606,1903888000.0,DALE VILLAGE CONDO TR,43 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3599,102607,1903888000.0,DALE VILLAGE CONDO TR,45 Harrison St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
3600,102608,1903888000.0,DALE VILLAGE CONDO TR,11 Marion St,2131.0,9 15 Marion St,2131.0,,,,,,,,,,,,,,,,,,,
