BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,"
Reported Gross Floor Area (Sq Ft)","
Reported Enclosed Parking Area (Sq Ft) ",Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft²),"
Energy Star Score",Total Site Energy Usage (kBtu),"
Natural Gas Usage (kBtu)","
Electricity Usage (kBtu)","
Renewable System Electricity Usage Onsite (kBtu)","
District Hot Water Usage (kBtu)","
District Chilled Water Usage (kBtu)","
District Steam Usage (kBtu)","
Fuel Oil 1 Usage (kBtu)","
Fuel Oil 2 Usage (kBtu)","
Fuel Oil 4 Usage (kBtu)","
Fuel Oil 5 and 6 Usage (kBtu)","
Propane Usage (kBtu)","
Diesel Usage (kBtu)","
Kerosene Usage (kBtu)","
Water Usage Intensity (Gallons/ft²)",Compliance Status,BERDO Report Status,Estimated Total GHG Emissions (kgCO2e),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID ,Notes
103297,1804432000,GERAGHTY ANNE C TS,752 metropolitan ave,boston,02136,752 metropolitan av,boston,02136,22680.0,,Multifamily Housing,Multifamily Housing ,49.0,65,1110450.6,,650347.7,,,,,,460102.9,,,,,,63.20,In Compliance,7 - Accepted by BERDO Team,85587,No,No,No,No,No,No,,
103298,2201911000,GERAGHTY ANNE C TS,38 hichborn st,boston,02135,35 hichborn st,boston,02135,23115.0,,Distribution Center,Distribution Center ,38.4,32,887318.6,396400.0,490918.6,,,,,,,,,,,,4.29,In Compliance,7 - Accepted by BERDO Team,59884,No,No,No,No,No,No,,
103299,1811022000,GERAGHTY MARGARET A,605 truman pkwy,boston,02136,605 truman hw,boston,02136,66410.0,,Multifamily Housing,Multifamily Housing ,67.0,62,4450405.8,,830777.6,,,,,,3619628.2,,,,,,53.46,In Compliance,7 - Accepted by BERDO Team,334327,Yes,No,No,No,No,No,,
103300,0900190000,GERAGHTY SUSAN A TS,1511-1525 washington st,boston,02118,1511 1525 washington st,boston,02118,50290.0,,Multifamily Housing,"K- School , Multifamily Housing , Fitness Center/Health Club/Gym , Other ",101.7,10,5113328.5,95880.6,1276572.5,,,,,,3740875.4,,,,,,28.39,In Compliance,7 - Accepted by BERDO Team,383679,Yes,No,No,No,No,No,,
103301,1807892000,GERAGHTY SUSAN A TS,130 bradlee st,boston,02136,130 bradlee st,boston,02136,23178.0,,Senior Living Community,Senior Living Community ,45.0,100,1043815.5,648842.4,394973.1,,,,,,,,,,,,18.71,In Compliance,7 - Accepted by BERDO Team,65702,I`m not sure,No,No,No,No,No,,
103302,1812141000,GERAGHTY THOMAS J JR,1600-1608 river st,boston,02136,1600 1608 river st,boston,02136,66954.0,,Multifamily Housing,Multifamily Housing ,48.4,88,3243568.9,2467100.0,776468.8,,,,,,,,,,,,31.17,In Compliance,7 - Accepted by BERDO Team,192446,Yes,No,No,No,No,No,,
103303,1802440000,GERAGHTY THOMAS J TRST,110 livermore st,boston,02126,110 livermore st,boston,02126,36920.0,,Multifamily Housing,Multifamily Housing ,74.3,63,2742929.2,2303859.4,439069.8,,,,,,,,,,,,58.11,In Compliance,7 - Accepted by BERDO Team,157088,No,No,No,No,No,No,,
103304,1802441000,GERAGHTY THOMAS J TRST,102 livermore st,boston,02126,102 livermore st,boston,02126,54016.0,,Multifamily Housing,Multifamily Housing ,84.3,38,4554653.7,3468999.6,1085654.0,,,,,,,,,,,,64.21,In Compliance,7 - Accepted by BERDO Team,270114,No,No,No,No,No,No,,
103305,1808749001,GERAGHTY THOMAS J TS,53r walter st,boston,02136,54 r walter st,boston,02136,26000.0,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services Vehicle, Shoe, Locksmith, etc ",16.7,,434454.3,311083.2,123371.1,,,,,,,,,,,,2.83,In Compliance,7 - Accepted by BERDO Team,26280,Yes,No,No,No,No,No,,
103307,0300213000,GERALD SCHUSTER TRUST,45 myrtle st,boston,02114,45 myrtle st,boston,02114,34748.0,,Multifamily Housing,Multifamily Housing ,90.6,9,3148320.1,950876.5,1042024.8,,,,,,1155418.8,,,,,,28.21,In Compliance,7 - Accepted by BERDO Team,218669,No,No,No,No,No,No,,
103311,0504277000,GILBERT JOY S TRST,137 park dr,boston,02215,137 park dr,boston,02215,33372,,Multifamily Housing,Multifamily Housing ,12.9,100,429879.9,103000.0,326879.9,,,,,,,,,,,,25.09,In Compliance,7 - Accepted by BERDO Team,31327,I'm not sure,No,No,No,No,No,23955771,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103312,0504278000,GILBERT JOY S TRST,143 park dr,boston,02215,143 park dr,boston,02215,25715,,Multifamily Housing,Multifamily Housing ,115,61,2957941.0,2672800.1,285140.9,,,,,,,,,,,,81.05,In Compliance,7 - Accepted by BERDO Team,164507,I'm not sure,No,No,No,No,No,23955771,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103313,0601169000,GILLETTE MANUFACTURING USA INC,20 gillette park,boston,02127,20 gillette pk,boston,02127,1269312.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant ,714.0,,906326774.9,895941871.2,10049564.9,,,,,,,,,,,,21.31,In Compliance,7 - Accepted by BERDO Team,48378393,No,No,No,Yes,No,Yes,,
103315,1704781102,GIRLS LATIN ACADEMY LLC MASS LLC,380 talbot av,boston,02124,380 talbot av,boston,02124,80099.0,,Multifamily Housing,,95.2,13,7623154.8,4845623.0,2777531.8,,,,,,,,,,,,47.90,In Compliance,7 - Accepted by BERDO Team,477054,I'm not sure,No,No,No,No,No,,
103319,2202145000,GLENCOE PARK EAST CONDO ASSN,18 glencoe st,boston,02135,18 glencoe st,boston,02135,32222.0,,Multifamily Housing,Multifamily Housing ,49.8,91,1604810.9,1178870.5,425940.4,,,,,,,,,,,,36.64,In Compliance,7 - Accepted by BERDO Team,96302,I'm not sure,No,No,No,No,No,,
103321,1502434000,GLENDALE ASSOCIATES LP,422 columbia rd,boston,02125,422 columbia rd,boston,02125,31548,,Multifamily Housing,Multifamily Housing ,12.6,100,397194.4,,397194.3,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,31418,No,No,No,No,No,No,5863386,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103322,1502435000,GLENDALE ASSOCIATES LP,414 columbia rd,boston,02125,414 418 columbia rd,boston,02125,26444.0,,Multifamily Housing,Multifamily Housing ,55.1,82,1456489.6,1067160.0,389329.7,,,,,,,,,,,,29.80,In Compliance,7 - Accepted by BERDO Team,87473,No,No,No,No,No,No,,
103323,1502723000,GLENDALE ASSOCIATES LP MASS LP,435 columbia rd,boston,02125,435 columbia rd,boston,02125,16440.0,,Multifamily Housing,Multifamily Housing ,63.6,,1045720.7,802796.5,242924.2,,,,,,,,,,,,38.44,In Compliance,7 - Accepted by BERDO Team,61852,No,No,No,No,No,No,,
103330,0603067001,GORDON FREDERICK M TS,455-457 e first st,boston,02127,dorchester st,boston,02127,37000.0,20000,Multifamily Housing,"Restaurant , Multifamily Housing , Parking ",43.2,98,1599685.5,742400.0,857285.5,,,,,,,,,,,,20.31,In Compliance,7 - Accepted by BERDO Team,107240,No,No,No,No,No,Yes,,
103332,0603068000,GORDON FREDERICK M TS,516-526 e second st,boston,02127,e first st,boston,02127,88689.0,,Office,"Multifamily Housing , Office ",42.3,89,3755882.0,88441.2,1076352.9,30451.0,,,,,2591087.9,,,,,,12.04,In Compliance,7 - Accepted by BERDO Team,282121,No,No,No,No,No,No,,
103334,0306160000,GOTTLIEB ROBERT J LLC MASS LLC,170 shawmut ave,boston,02118,170 shawmut av,boston,02118,52224.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant ,66.5,,3475490.9,2919464.8,556026.0,,,,,,,,,,,,0.49,In Compliance,7 - Accepted by BERDO Team,199034,Yes,No,No,No,No,No,,
103335,2101692000,GOVERNOR APARTMNTS ASSOC LPS,180 allston st,boston,02134,180 allston st,boston,02134,63203.0,,Multifamily Housing,Multifamily Housing ,83.1,54,5251411.2,4396759.8,854651.4,,,,,,,,,,,,64.98,In Compliance,7 - Accepted by BERDO Team,301115,No,No,No,No,No,No,,
103338,0301510000,GPT PROPERTIES TRUST,249-267 causeway st,boston,02114,27 33 medford st,boston,02114,150097.0,,Office,"Office , Data Center , Medical Office ",39.7,92,5952763.7,566407.2,5386357.2,,,,,,,,,,,,3.82,In Compliance,7 - Accepted by BERDO Team,,No,No,No,No,No,No,,
103342,2102110000,GRAND LANARK CONDO TR,55-65 lanark rd,boston,02135,55 65 lanark rd,boston,02135,24460.0,,Multifamily Housing,Multifamily Housing ,101.9,46,2491825.0,2159799.9,332025.1,,,,,,,,,,,,54.97,In Compliance,7 - Accepted by BERDO Team,140970,No,No,No,No,No,No,,
103345,0801391022,GRANITE JAMES COURT LLC,45 e newton st,boston,02118,45 e newton st,boston,02118,106039.0,1725,Multifamily Housing,"Multifamily Housing , Parking ",69.0,52,7313586.5,3385179.8,3928406.2,,,,,,,,,,,,18.78,In Compliance,7 - Accepted by BERDO Team,490524,No,No,No,No,No,No,,
103346,0801675000,GRANT MANOR LP MASS LP,1810-1854 washington st,boston,02118,1854 1810 washington st,boston,02118,137893.0,,Multifamily Housing,Multifamily Housing ,79.6,39,10978075.5,8369280.9,2608794.7,,,,,,,,,,,,53.35,In Compliance,7 - Accepted by BERDO Team,650848,No,No,No,No,No,No,,
103347,0801675000,GRANT MANOR LP MASS LP,20 e lenox st,boston,02118,1854 1810 washington st,boston,02118,42298.0,,Multifamily Housing,Multifamily Housing ,85.0,34,3594046.2,2825380.5,768665.6,,,,,,,,,,,,65.41,In Compliance,7 - Accepted by BERDO Team,210857,No,No,No,No,No,No,,
103348,0801675000,GRANT MANOR LP MASS LP,80-90 northampton st,boston,02118,1854 1810 washington st,boston,02118,9340,,Multifamily Housing,Multifamily Housing ,98.8,,922570.9,757054.8,165516.1,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,53300,No,No,No,No,No,No,23954789,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103349,0801675000,GRANT MANOR LP MASS LP,5-15 reed st,boston,02118,1854 1810 washington st,boston,02118,6293,,Multifamily Housing,Multifamily Housing ,120.1,,755598.9,662495.6,93103.2,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,42550,No,No,No,No,No,No,23954789,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103350,0801675000,GRANT MANOR LP MASS LP,21-27 reed st,boston,02118,1854 1810 washington st,boston,02118,6293,,Multifamily Housing,Multifamily Housing ,119.8,,754181.9,625529.0,128652.9,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,43398,No,No,No,No,No,No,23954789,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103351,0801675000,GRANT MANOR LP MASS LP,100-110 northampton st,boston,02118,1854 1810 washington st,boston,02118,9340,,Multifamily Housing,Multifamily Housing ,117.7,,1099226.3,849287.1,249939.2,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,64876,No,No,No,No,No,No,23954789,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103352,0303874000,GRE CONGRESS STREET LLC,48-50 congress st,boston,02109,50 48 congress st,boston,02109,179873.0,,Office,"Restaurant , Office , Fitness Center/Health Club/Gym ",62.2,84,11193822.5,235400.0,3723689.6,,,,,,7234732.6,,,,,,8.00,In Compliance,7 - Accepted by BERDO Team,843935,Yes,No,No,Yes,No,No,,
103354,0303876000,GRE LIBERTY SQUARE LLC,60 congress st,boston,02109,60 congress st,boston,02109,49997.0,,Office,"Restaurant , Office ",125.0,,6248183.7,4551669.1,1696514.6,,,,,,,,,,,,7.36,In Compliance,7 - Accepted by BERDO Team,375933,Yes,No,No,No,No,No,,
103355,0301592000,GREATER BOSTON LEGAL SERVICE,191-199 friend st,boston,02114,32 38 anthony r valenti wy,boston,02114,50400.0,,Office,Office ,57.3,75,2888858.9,943200.0,1945658.9,,,,,,,,,,,,6.16,In Compliance,7 - Accepted by BERDO Team,203995,I'm not sure,No,No,Yes,No,No,,
103363,0103916000,GREENWAY APARTMENTS LLC MASS LLC,172 maverick st,boston,02128,170 172 maverick st,boston,02128,38370.0,,Multifamily Housing,Multifamily Housing ,42.5,93,1630688.9,1010066.5,620622.3,,,,,,,,,,,,38.86,In Compliance,7 - Accepted by BERDO Team,102736,No,Yes,No,No,No,No,,
103368,1202347000,GROVE HALL REDEVELOPER LLC,164 seaver st,boston,02121,164 176 seaver st,boston,02121,74860,,Multifamily Housing,Multifamily Housing ,65.5,74,4906999.6,3974858.2,932141.3,,,,,,,,,,,,40.61,In Compliance,7 - Accepted by BERDO Team,,No,No,No,No,No,No,5850213,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103369,1202371000,GROVE HALL REDEVELOPER LLC,102 elm hill ave,boston,02121,102 108 elm hill av,boston,02121,31920,,Multifamily Housing,Multifamily Housing ,73,,2328871.1,1965128.0,363743.1,,,,,,,,,,,,38.67,In Compliance,7 - Accepted by BERDO Team,133140,No,No,No,No,No,No,5850213,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103370,1202393000,GROVE HALL REDEVELOPER LLC MASS LLC,573-577 blue hill ave,boston,02121,573 577 blue hill av,boston,02121,36300,,Multifamily Housing,Multifamily Housing ,65,87,2358734.7,1963539.8,395194.9,,,,,,,,,,,,53.29,In Compliance,7 - Accepted by BERDO Team,,No,No,No,No,No,No,5850213,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103371,1202399000,GROVE HALL REDEVELOPER LLC MASS LLC,258-260 seaver st,boston,02121,258 260 seaver st,boston,02121,22650.0,,Multifamily Housing,Multifamily Housing ,67.5,80,1529634.2,1283502.8,246131.4,,,,,,,,,,,,62.63,In Compliance,7 - Accepted by BERDO Team,87636,No,No,No,No,No,No,,
103372,1202410000,GROVE HALL REDEVELOPER LLC MASS LLC,545-549 blue hill ave,boston,02121,6 wayne st,boston,02121,60900,,Multifamily Housing,Multifamily Housing ,59,94,3595978.3,2931733.6,664244.7,,,,,,,,,,,,54.28,In Compliance,7 - Accepted by BERDO Team,208246,No,No,No,No,No,No,5850213,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103375,1400641010,GROVE HALL RETAIL CENTER LLC,456-476 blue hill ave,boston,02121,456 476 blue hill av,boston,02121,67135.0,,Supermarket/Grocery Store,"Supermarket/Grocery Store , Fast Food Restaurant , Retail Store ",165.6,,11120551.2,3283693.4,7836859.0,,,,,,,,,,,,27.37,In Compliance,7 - Accepted by BERDO Team,794293,Yes,No,No,No,No,No,,
103379,0504272000,GUARINI ROSALYN E TRST,111 park dr,boston,02215,111 park dr,boston,02215,32832.0,,Multifamily Housing,Multifamily Housing ,57.6,99,1890953.6,,279569.0,,,,,,1611384.5,,,,,,44.28,In Compliance,7 - Accepted by BERDO Team,141695,I'm not sure,No,No,No,No,No,,
103380,2100010000,GUARINI ROSALYN E TRST,106 queensberry st,boston,02215,106 queensberry st,boston,02215,66452,,Multifamily Housing,Multifamily Housing ,70.5,78,4685212.6,3598900.1,1086312.6,,,,,,,,,,,,8.27,In Compliance,7 - Accepted by BERDO Team,277065,I`m not sure,No,No,No,No,No,24289276,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103386,0302624000,GWL DIRECT 1 BULFINCH PALCE LLC,1 bulfinch pl,boston,02114,30 hawkins st,boston,02114,89216.0,,Office,"Office , Fitness Center/Health Club/Gym ",69.5,44,6199076.7,1936412.1,4262666.2,,,,,,,,,,,,11.45,In Compliance,7 - Accepted by BERDO Team,440020,No,No,No,Yes,No,No,,
103387,1600667000,H LEVENBAUM REALTY INC,132-138 park st,boston,02122,1526 1530 dorchester av,boston,02122,30984.0,,Multifamily Housing,"Restaurant , Office , Multifamily Housing , Retail Store ",61.0,73,1891350.4,345600.0,902808.4,,,,,,642942.0,,,,,,20.70,In Compliance,7 - Accepted by BERDO Team,137480,No,No,No,No,No,No,,
103390,0401057000,HADAR BOSTON LLC,88-90 exeter st,boston,02116,90 88 exeter st,boston,02116,44000.0,,Hotel,Hotel ,196.3,7,8638720.8,5920131.6,2706196.8,,,,,,,,,,,,49.55,In Compliance,7 - Accepted by BERDO Team,528478,No,No,No,Yes,No,No,,
103406,2101268000,HANLON PATRICIA A TS,6 camelot ct,boston,02135,6 camelot ct,boston,02135,23436.0,,Multifamily Housing,Multifamily Housing ,9.7,100,228422.6,24600.0,203822.6,,,,,,,,,,,,33.51,In Compliance,7 - Accepted by BERDO Team,17429,I'm not sure,No,No,No,No,No,,
103407,2101269000,HANLON PATRICIA A TS,110 warren st,boston,02135,110 warren st,boston,02135,23214.0,,Multifamily Housing,Multifamily Housing ,7.8,100,181454.2,28600.0,152854.2,,,,,,,,,,,,16.87,In Compliance,7 - Accepted by BERDO Team,13610,I'm not sure,No,No,No,No,No,,
103409,1703981000,HARBOR HEALTH SERVICES INC,1135 morton st,boston,02126,1135 morton st,boston,02126,43060.0,,Office,"Office , Outpatient Rehabilitation/Physical Therapy ",53.9,,2321906.2,248924.7,2072981.4,,,,,,,,,,,,16.82,In Compliance,7 - Accepted by BERDO Team,177193,No,No,No,Yes,No,No,,
103410,1303445000,HARBOR POINT APTS CO LESSEE,238 mount vernon st,boston,02125,400 260 mt vernon st,boston,02125,1438040,8960,Multifamily Housing,"Multifamily Housing , Parking ",64.1,88,92221434.7,70286084.3,21935348.8,,,,,,,,,,,,55.06,In Compliance,7 - Accepted by BERDO Team,5467980,No,No,No,No,No,No,6345395,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
103470,0105392000,HARBORVIEW CONDO TRUST,10 orleans st,boston,02128,10 orleans st,boston,02128,23633.0,,Multifamily Housing,"Multifamily Housing , Parking ",29.5,83,697167.1,,697167.1,,,,,,,,,,,,24.73,In Compliance,7 - Accepted by BERDO Team,55146,I'm not sure,No,No,No,No,No,,
103480,0504313000,HARLO AT BOYLSTON RESIDENCES LLC,1346-1352 boylston st,boston,02215,1350 boylston st,boston,02215,189800.0,49000,Multifamily Housing,"Multifamily Housing , Parking , Other ",61.1,78,11592293.3,6655655.1,4936638.6,,,,,,,,,,,,2.15,In Compliance,7 - Accepted by BERDO Team,743970,I'm not sure,Yes,Yes,Yes,No,Yes,,
103481,1704416000,HARMON APARTMENTS LLC,2045 dorchester ave,boston,02124,2049 dorchester av,boston,02124,43176.0,,Multifamily Housing,Multifamily Housing ,56.0,53,2415861.0,1564846.8,851014.2,,,,,,,,,,,,12.22,In Compliance,7 - Accepted by BERDO Team,150424,No,No,No,No,No,No,,
103482,0601986000,HARRIGAN WILLIAM D JR TS,483 e broadway,boston,02127,481 487 e broadway,boston,02127,27356.0,,Multifamily Housing,Multifamily Housing ,73.8,20,2018751.1,1481600.0,537151.2,,,,,,,,,,,,22.86,In Compliance,7 - Accepted by BERDO Team,121176,I'm not sure,No,No,No,No,No,,
103484,0306445010,HARRISON LOFTS CONDO TRUST,485-495 harrison ave,boston,02118,485 495 harrison av,boston,02118,65121.0,,Multifamily Housing,Multifamily Housing ,74.8,38,4873295.3,2520799.8,2352495.5,,,,,,,,,,,,29.48,In Compliance,7 - Accepted by BERDO Team,319962,No,No,No,Yes,No,No,,
103507,2200534010,HARVARD 219 WESTERN LLC,219 western av,boston,02134,219 western av,boston,02134,349303.0,70419,Multifamily Housing,"Personal Services Health/Beauty, Dry Cleaning, etc , Restaurant , Multifamily Housing , Supermarket/Grocery Store , Fast Food Restaurant , Parking , Other ",53.8,94,18800074.0,7803133.8,10996940.8,,,,,,,,,,,,28.51,In Compliance,7 - Accepted by BERDO Team,1284282,No,No,No,Yes,No,Yes,,
103508,2101567000,HARVARD AVE LLC,226 harvard av,boston,02134,226 harvard av,boston,02134,30010.0,2500,Retail Store,"Medical Office , Parking , Retail Store ",48.2,66,1445424.1,837.9,1444586.2,,,,,,,,,,,,2.93,In Compliance,7 - Accepted by BERDO Team,114311,I'm not sure,No,No,No,No,No,,
103513,0401850000,HARVARD COLLEGE,107 avenue louis pasteur,boston,02115,107 avenue louis pasteur,boston,02115,165820.0,,College/University,College/University ,95.9,,15894510.1,,3867512.2,,,3442483.7,8565470.1,,,,,,,,21.81,In Compliance,7 - Accepted by BERDO Team,1056086,No,No,No,No,No,No,,
103514,0401882000,HARVARD COLLEGE,665 huntington ave,boston,02115,689 695 huntington av,boston,02115,534676.0,,College/University,College/University ,308.1,,164755083.0,782961.0,45364689.6,,,46987427.2,71620003.7,,,,,,,,13.87,In Compliance,7 - Accepted by BERDO Team,10861736,No,No,No,No,No,No,,
103516,0401882000,HARVARD COLLEGE,200 longwood ave,boston,02115,689 695 huntington av,boston,02115,199440.0,86754,Laboratory,"Laboratory , Parking ",466.4,,93014704.5,641000.0,24217291.0,,,24414581.9,43710228.8,,,,,,,,45.44,In Compliance,7 - Accepted by BERDO Team,6138639,No,No,No,No,No,No,,
103517,0401882000,HARVARD COLLEGE,260 longwood ave,boston,02115,689 695 huntington av,boston,02115,180027.0,,College/University,College/University ,195.6,,35210333.3,600.0,6851302.8,,,11648022.0,16705579.7,,,,,,,,21.37,In Compliance,7 - Accepted by BERDO Team,2265071,No,No,No,No,No,No,,
103518,0401882000,HARVARD COLLEGE,250 longwood ave,boston,02115,689 695 huntington av,boston,02115,91622.0,,Laboratory,Laboratory ,386.7,,35433417.4,16500.0,12271237.5,,,9845667.0,13283040.2,,,,,,,,26.36,In Compliance,7 - Accepted by BERDO Team,2372392,No,No,No,No,No,No,,
103519,0401882000,HARVARD COLLEGE,25 shattuck st,boston,02115,689 695 huntington av,boston,02115,72877.0,,College/University,College/University ,99.1,,7222797.8,,3609391.0,,,1769037.0,1844369.9,,,,,,,,13.40,In Compliance,7 - Accepted by BERDO Team,501197,No,No,No,No,No,No,,
103520,0401882000,HARVARD COLLEGE,45 shattuck st,boston,02115,689 695 huntington av,boston,02115,66053.0,,Laboratory,Laboratory ,224.7,,14840444.1,,7363635.1,,,3329739.4,4133959.9,,,,,,,,16.23,In Compliance,7 - Accepted by BERDO Team,1032436,No,No,No,No,No,No,,
103521,0401882000,HARVARD COLLEGE,190 longwood ave,boston,02115,689 695 huntington av,boston,02115,70298.0,,Laboratory,Laboratory ,334.6,,23520956.4,300.0,6097793.3,,,6820913.6,10584010.1,,,,,,,,6.04,In Compliance,7 - Accepted by BERDO Team,1544592,No,No,No,No,No,No,,
103522,0401882000,HARVARD COLLEGE,188 longwood ave,boston,02115,689 695 huntington av,boston,02115,40251.0,,College/University,College/University ,217.9,,8772634.3,12700.0,3581242.0,,,2063672.9,3110739.8,,,,,,,,34.16,In Compliance,7 - Accepted by BERDO Team,599259,No,No,No,No,No,No,,
103523,0401882000,HARVARD COLLEGE,210 longwood ave,boston,02115,689 695 huntington av,boston,02115,133645.0,,Laboratory,Laboratory ,219.7,,29358308.8,45300.0,9011655.0,,,9647944.1,10653410.1,,,,,,,,21.64,In Compliance,7 - Accepted by BERDO Team,1931061,No,No,No,No,No,No,,
103524,0401882000,HARVARD COLLEGE,220 longwood ave,boston,02115,689 695 huntington av,boston,02115,133455.0,,Laboratory,Laboratory ,295.9,,39492984.3,,11370148.8,,,12582366.0,15532189.5,,,,,,,,21.48,In Compliance,7 - Accepted by BERDO Team,2593807,No,No,No,No,No,No,,
103525,0401882000,HARVARD COLLEGE,240 longwood ave,boston,02115,689 695 huntington av,boston,02115,136368.0,,Laboratory,Laboratory ,172.5,,23520554.8,0.0,9817862.8,,,4779143.4,8904780.4,,,,,,,,21.49,In Compliance,7 - Accepted by BERDO Team,1619731,No,No,No,No,No,No,,
103526,2200480000,HARVARD COLLEGE,111 western ave,boston,02135,610 640 soldiers field rd,boston,02135,435666.0,,Multifamily Housing,Multifamily Housing ,52.1,91,22713981.7,,7786381.9,,,,14927599.8,,,,,,,,22.38,In Compliance,7 - Accepted by BERDO Team,1607095,No,No,No,No,No,No,,
103532,2200481000,HARVARD COLLEGE,1 western ave,boston,02135,1 western av,boston,02135,240288.0,,Multifamily Housing,Multifamily Housing ,65.3,68,15684317.0,,4916108.5,,,,10768209.6,,,,,,,,31.69,In Compliance,7 - Accepted by BERDO Team,1103873,No,No,No,No,No,No,,
103533,2200490000,HARVARD COLLEGE,117 western ave,boston,02135,117 western av,boston,02135,139437.0,,Other - Entertainment/Public Assembly,Performing Arts ,89.4,,12466987.1,2627570.0,3287327.2,,,,6552089.9,,,,,,,,28.36,In Compliance,7 - Accepted by BERDO Team,834637,No,No,No,No,No,No,,
103534,2200490000,HARVARD COLLEGE,39 harvard way,boston,02135,117 western av,boston,02135,61104.0,,College/University,College/University ,62.3,,3809135.8,,2781895.7,,,,1027240.0,,,,,,,,18.09,In Compliance,7 - Accepted by BERDO Team,288257,No,No,No,No,No,No,,
103535,2200490000,HARVARD COLLEGE,113 western ave,boston,02135,117 western av,boston,02135,82750.0,,College/University,College/University ,58.2,,4812727.0,,2857187.0,0.0,,,1955540.0,,,,,,,,14.56,In Compliance,7 - Accepted by BERDO Team,355851,No,No,No,No,No,No,,
103536,2200500000,HARVARD COLLEGE,125 western ave,boston,02135,125 western av,boston,02135,77029.0,,College/University,College/University ,46.9,,3609659.9,2034735.4,1574924.6,0.0,,,,,,,,,,,9.01,In Compliance,7 - Accepted by BERDO Team,232641,No,No,No,No,No,No,,
103537,2200500000,HARVARD COLLEGE,127 western ave,boston,02135,125 western av,boston,02135,15000.0,,Laboratory,Laboratory ,111.3,,1669311.9,5534.4,1663777.5,,,,,,,,,,,,0.15,In Compliance,7 - Accepted by BERDO Team,131899,No,No,No,No,No,No,,
