BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Estimated Total GHG Emissions (kgCO2e),Cooresponding Campus ID,Data Year,Site EUI (Energy Use Intensity kBtu/ft2)
101263,2100321001.0,BOSTON UNIVERSITY TRSTS,728 Commonwealth Ave,2215.0,728 Commonwealth Ave,2215.0,29574.0,Multifamily Housing,Multifamily Housing ,2340477.1,2110620.4,229856.7,,,,,,,,,,,,130277.0,,2022,79.1
101264,2100322000.0,BOSTON UNIVERSITY TRSTS,726 Commonwealth Ave,2215.0,726 Commonwealth Ave,2215.0,28278.0,Multifamily Housing,Multifamily Housing ,2481403.2,2110620.4,370782.7,,,,,,,,,,,,141424.0,,2022,87.8
101265,2100323001.0,BOSTON UNIVERSITY TRSTS,722 Commonwealth Ave,2215.0,722 Commonwealth Ave,2215.0,28633.0,Multifamily Housing,Multifamily Housing ,2512170.4,2110620.4,401550.1,,,,,,,,,,,,143858.0,,2022,87.7
101266,2100347001.0,BOSTON UNIVERSITY TRSTS,700 Commonwealth Ave,2215.0,700 Commonwealth Ave,2215.0,92271.0,College/University,College/University ,17469603.2,12007959.0,5461643.0,,,,,,,,,,,,1069759.0,,2022,189.3
101267,2100351000.0,BOSTON UNIVERSITY TRSTS,602 Commonwealth Ave,2215.0,612 Commonwealth Ave,2215.0,20583.0,College/University,College/University ,1932432.2,1439787.4,492644.7,,,,,,,,,,,,115435.0,,2022,93.9
101268,2100360001.0,BOSTON UNIVERSITY TRSTS,675 - 725 Commonwealth Ave,2115.0,685 777 Commonwealth Ave,2115.0,333572.0,College/University,College/University ,56278310.3,42229002.7,14049309.2,,,,,,,,,,,,3354083.0,,2022,168.7
101269,2100392000.0,BOSTON UNIVERSITY TRSTS,785-795 Commonwealth Ave,2115.0,785 795 Commonwealth Ave,2115.0,55646.0,College/University,"K- School , College/University ",5381769.7,3245537.6,2136232.0,,,,,,,,,,,,341346.0,,2022,96.7
101270,2100402000.0,BOSTON UNIVERSITY TRSTS,275 Babcock St,2215.0,20 30 Harry Agganis Wy,2215.0,156994.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,18366018.6,13609153.3,4756863.7,,,,,,,,,,,,1099050.0,3629940.0,2022,117.0
"101270, 101271, 107089",2100402000.0,,273-277 Babcock St,2215.0,,,447899.0,Residence Hall/Dormitory,,49854926.0,35584330.0,14270594.5,,,,,,,,,,,,,3629940.0,2022,111.3
101271,2100402000.0,BOSTON UNIVERSITY TRSTS,277 Babcock St,2215.0,20 30 Harry Agganis Wy,2215.0,156736.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,15744453.7,10987588.3,4756863.7,,,,,,,,,,,,959819.0,3629940.0,2022,100.5
101272,2100402000.0,BOSTON UNIVERSITY TRSTS,10-32 Harry Agganis Way,2215.0,20 30 Harry Agganis Wy,2215.0,38077.0,Stadium (Open),"Police Station , Stadium Open ",2214344.4,1199588.7,1014755.8,,,,,,,,,,,,143977.0,,2022,58.2
101273,503696000.0,BOSTON UNIVERSITY TRSTS OF,512 Beacon St,2215.0,512 Beacon St,2215.0,68815.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,6132159.7,5389237.4,742922.4,,,,,,,,,,,,344988.0,,2022,89.1
101274,504081000.0,BOSTON UNIVERSITY TRSTS OF,609-615 Commonwealth Ave,2215.0,609 615 Commonwealth Ave,2215.0,87028.0,College/University,College/University ,8990174.5,6367401.8,2622772.7,,,,,,,,,,,,545634.0,,2022,103.3
101275,504135010.0,BOSTON UNIVERSITY TRSTS OF,584-598 Commonwealth Ave,2215.0,590 Commonwealth Ave,2215.0,287434.0,Laboratory,Laboratory ,81062201.4,44092297.0,36969907.1,,,,,,,,,,,,5266062.0,,2022,282.0
101276,504148000.0,BOSTON UNIVERSITY TRSTS OF,677-679 Beacon St,2215.0,679 677 Beacon St,2215.0,26259.0,College/University,College/University ,1884671.3,0.0,1884671.4,,,,,,,,,,,,149078.0,,2022,71.8
101277,801295000.0,BOSTON UNIVERSITY TRSTS OF,100 E Newton St,2118.0,635 Albany St,2118.0,144956.0,Medical Office,Medical Office ,17122152.4,,4443611.4,,,,12678540.6,,,,,,,,1193345.0,,2022,118.1
101278,2100195000.0,BOSTON UNIVERSITY TRSTS OF,46 Mountfort St # B,2215.0,15 Arundel St,2215.0,30467.0,Multifamily Housing,Multifamily Housing ,1917093.6,1634703.3,282390.3,,,,,,,,,,,,109156.0,,2022,62.9
101279,2100202000.0,BOSTON UNIVERSITY TRSTS OF,6 Buswell St,2215.0,6 Buswell St,2215.0,25818.0,Multifamily Housing,Multifamily Housing ,2001073.4,1636693.7,364379.8,,,,,,,,,,,,115747.0,,2022,77.5
101280,2100205000.0,BOSTON UNIVERSITY TRSTS OF,844-844a Beacon St,2215.0,844 844a Beacon St,2215.0,20857.0,Multifamily Housing,Multifamily Housing ,1497506.6,1291131.3,206375.4,,,,,,,,,,,,84896.0,,2022,71.8
101281,2100233000.0,BOSTON UNIVERSITY TRSTS OF,90 Saint Mary's St,2215.0,90 St Marys St,2215.0,23107.0,Multifamily Housing,Multifamily Housing ,1796253.0,1544827.2,251425.8,,,,,,,,,,,,101934.0,,2022,77.7
101282,2100281000.0,BOSTON UNIVERSITY TRSTS OF,64-70 Cummington Mall,2215.0,70 64 Cummington St,2215.0,48570.0,College/University,College/University ,2164356.6,654407.9,1509948.5,,,,,,,,,,,,154193.0,,2022,44.6
101284,2100288000.0,BOSTON UNIVERSITY TRSTS OF,24 Cummington Mall,2215.0,24 Cummington St,2215.0,191655.0,Laboratory,Laboratory ,55375333.9,22078442.4,33296892.5,,,,,,,,,,,,3806370.0,,2022,288.9
101285,2100324000.0,BOSTON UNIVERSITY TRSTS OF,718 Commonwealth Ave,2215.0,718 Commonwealth Ave,2215.0,23480.0,College/University,College/University ,1278514.8,1087475.0,191039.8,,,,,,,,,,,,72867.0,,2022,54.5
101286,2100329000.0,BOSTON UNIVERSITY TRSTS OF,704 Commonwealth Ave,2215.0,704 Commonwealth Ave,2215.0,28467.0,College/University,College/University ,4747631.3,2336931.2,2410700.1,,,,,,,,,,,,314801.0,,2022,166.8
101287,2100359000.0,BOSTON UNIVERSITY TRSTS OF,226 Bay State Rd,2215.0,226 Bay State Rd,2215.0,18331.0,College/University,College/University ,2744146.2,2315819.1,428327.1,,,,,,,,,,,,156874.0,,2022,149.7
101288,2100399000.0,BOSTON UNIVERSITY TRSTS OF,881 Commonwealth Ave,2215.0,881 Commonwealth Ave,2215.0,110205.0,Office,"Office , Medical Office ",10225789.9,4828039.4,5397749.9,,,,,,,,,,,,683379.0,,2022,92.8
101289,2100409000.0,BOSTON UNIVERSITY TRSTS OF,983-985 Commonwealth Ave,2215.0,983 985 Commonwealth Ave,2215.0,36843.0,Office,Office ,4614248.4,2434714.4,2179534.1,,,,,,,,,,,,301709.0,,2022,125.2
101292,503743000.0,BOSTON UNIVRSTY TRSTS OF,91 Bay State Rd,2215.0,91 Bay State Rd,2215.0,113337.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,8583965.6,6343924.9,2240040.8,,,,,,,,,,,,514113.0,,2022,75.7
101293,2100286000.0,BOSTON UNIVSTY TRST OF,44 Cummington St,2215.0,44 Cummington St,2215.0,101337.0,Laboratory,Laboratory ,21609558.6,10093307.3,11516250.6,,,,,,,,,,,,1446991.0,,2022,213.2
101294,302811000.0,BOSTON VIEW CORP DEL CORP,130-140 Bowdoin St,2108.0,140 130 Bowdoin St,2108.0,126480.0,Multifamily Housing,"Multifamily Housing , Parking ",8907833.4,6437487.4,2470346.0,,,,,,,,,,,,537299.0,,2022,70.4
101300,1704614001.0,BOSTON Y M C A,776 Washington St,2124.0,776 Washington St,2124.0,29491.0,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym ,5490913.3,4122095.4,1368818.0,,,,,,,,,,,,327198.0,,2022,186.2
101301,700074020.0,BOSTON-SOUTHAMPTON LLC,290 Southampton St,2127.0,290 Southampton St,2127.0,73400.0,Self-Storage Facility,Self-Storage Facility ,995193.0,598200.0,396993.0,,,,,,,,,,,,63173.0,,2022,13.6
101304,2102524000.0,BOSTONIAN REALTY LLC MASS LLC,3-5 Lothian Rd,2135.0,5 3 Lothian Rd,2135.0,30136.0,Multifamily Housing,Multifamily Housing ,2772174.9,2446799.7,325375.1,,,,,,,,,,,,155687.0,,2022,92.0
101305,2102629000.0,BOSTONIAN REALTY LLC MASS LLC,1713-1715 Commonwealth Ave,2135.0,1713 1715 Commonwealth Ave,2135.0,29280.0,Multifamily Housing,Multifamily Housing ,2162817.1,1861499.9,301317.1,,,,,,,,,,,,122698.0,,2022,73.9
101306,1001520010.0,BOTH/NDC COMMUNITY,209 Heath St,2130.0,191 225 Heath St,2130.0,30176.0,Multifamily Housing,Multifamily Housing ,1729676.1,1336163.3,393512.8,,,,,,,,,,,,102090.0,,2022,57.3
101307,1001520010.0,BOTH/NDC COMMUNITY,223 Heath St,2130.0,191 225 Heath St,2130.0,5648.0,Multifamily Housing,Multifamily Housing ,312491.3,235736.6,76754.7,,,,,,,,,,,,18591.0,,2022,55.3
101308,1001520010.0,BOTH/NDC COMMUNITY,225 Heath St,2130.0,191 225 Heath St,2130.0,5648.0,Multifamily Housing,Multifamily Housing ,277971.3,201216.7,76754.7,,,,,,,,,,,,16758.0,,2022,49.2
101309,1001520010.0,BOTH/NDC COMMUNITY,219 Heath St,2130.0,191 225 Heath St,2130.0,3127.0,Multifamily Housing,Multifamily Housing ,280401.7,237906.7,42495.0,,,,,,,,,,,,15997.0,,2022,89.7
101310,1001520010.0,BOTH/NDC COMMUNITY,191 Heath St,2130.0,191 225 Heath St,2130.0,3127.0,Multifamily Housing,Multifamily Housing ,205704.1,163209.1,42495.0,,,,,,,,,,,,12029.0,,2022,65.8
101311,1001520010.0,BOTH/NDC COMMUNITY,195 Heath St,2130.0,191 225 Heath St,2130.0,3127.0,Multifamily Housing,Multifamily Housing ,248940.5,206445.4,42495.0,,,,,,,,,,,,,,2022,79.6
101312,1001520010.0,BOTH/NDC COMMUNITY,199 Heath St,2130.0,191 225 Heath St,2130.0,3675.0,Multifamily Housing,Multifamily Housing ,220989.2,172733.3,48255.8,,,,,,,,,,,,12991.0,,2022,60.1
101313,303975000.0,BOULEVARD BROAD STREET LLC,110 Broad St,2110.0,102 112 Broad St,2110.0,69829.0,Multifamily Housing,Multifamily Housing ,3026787.2,1085100.1,1941687.0,,,,,,,,,,,,211217.0,,2022,43.3
101314,302726010.0,BOWDOIN PLACE CONDOMINIUM  TRUST,10 Bowdoin St,2114.0,10 Bowdoin St,2114.0,85591.0,Multifamily Housing,Multifamily Housing ,8527946.5,6166999.5,2360947.0,,,,,,,,,,,,514280.0,,2022,99.6
101315,1502113000.0,BOWDOIN ST HEALTH CENTER INC,230 Bowdoin St,2125.0,230 Bowdoin St,2125.0,21256.0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient ,3628036.0,1826500.0,1801536.0,,,,,,,,,,,,239507.0,,2022,170.7
101316,504162000.0,BOYLSTON CONDOMINIUM TR,1089-1091 Boylston St,2215.0,1089 1091 Boylston St,2215.0,24650.0,Multifamily Housing,Multifamily Housing ,1585666.8,1287400.0,298266.8,,,,,,,,,,,,91967.0,,2022,64.3
101319,504178000.0,BOYLSTON I HOLDING LLC,1163 Boylston St,2215.0,1163 Boylston St,2215.0,20100.0,Multifamily Housing,Multifamily Housing ,1649338.8,1429374.0,219964.8,,,,,,,,,,,,93313.0,,2022,82.1
101324,504185000.0,BOYLSTON STREET LLC MASS LLC,1197 Boylston St,2215.0,1197 Boylston St,2215.0,29682.0,Multifamily Housing,Multifamily Housing ,286072.3,,286072.3,,,,,,,,,,,,22628.0,27199018.0,2022,9.6
101325,504186000.0,BOYLSTON STREET LLC MASS LLC,1203 Boylston St,2215.0,1203 Boylston St,2215.0,29682.0,Multifamily Housing,Multifamily Housing ,5189340.5,1331400.0,345205.7,,,,,,3512734.8,,,,,,358696.0,27199018.0,2022,174.8
101326,504187000.0,BOYLSTON STREET LLC MASS LLC,1209 Boylston St,2215.0,1209 Boylston St,2215.0,29682.0,Multifamily Housing,Multifamily Housing ,342428.3,,342428.3,,,,,,,,,,,,27086.0,27199018.0,2022,11.5
101331,401037500.0,BP 111 HUNTINGTON AV LESSEE,111 Huntington Ave,2199.0,111 Huntington Ave,2199.0,951873.0,Office,"Office , Data Center ",72497611.0,1109499.9,42826878.1,,,,28561249.7,,,,,,,,5342999.0,,2022,76.2
101332,401037104.0,BP 888 BOYLSTON LLC,888 Boylston St,2116.0,888 Boylston St,2116.0,391717.0,Office,Office ,18247240.4,4928467.0,13318772.7,,,,,,,,,,,,1315266.0,,2022,46.6
101334,304410000.0,BP FEDERAL STREET LLC,100 Federal St,2110.0,100 Federal St,2110.0,1497663.0,Office,"Office , Data Center , Other - Restaurant/Bar , Parking ",107249851.6,585732.3,54532904.2,,,,52131230.0,,,,,,,,7806175.0,,2022,71.6
101336,401134000.0,BP HANCOCK LLC MASS LLC,200 Clarendon St,2116.0,200 Clarendon St,2116.0,2041500.0,Office,"Office , Data Center , Parking , Other ",185874769.4,,90192603.3,,,,95682161.8,,,,,,,,13487530.0,,2022,91.0
101337,401037100.0,BP PRUCENTER ACQUISITION LLC,800 Boylston St,2116.0,800 Boylston St,2116.0,1518646.0,Office,Retail Store ,116053681.3,485474.2,75023567.8,,,,40544654.7,,,,,,,,8376609.0,,2022,76.4
101338,401037100.0,BP PRUCENTER ACQUISITION LLC,760 Boylston St,2116.0,800 Boylston St,2116.0,117907.0,Retail Store,Retail Store ,2488577.5,1672700.1,815877.4,,,,,,,,,,,,153373.0,,2022,21.1
101342,401037101.0,BP PRUCENTER ACQUISITION LLC,800 Boylston St,2116.0,800 Boylston St,2116.0,585345.0,Office,"Office , Parking ",34743626.4,535200.0,18664718.2,,,,15543707.5,,,,,,,,926405.0,,2022,59.4
101344,401037103.0,BP PRUCENTER ACQUISITION LLC,800 Boylston St,2116.0,800 Boylston St,2116.0,587638.0,Enclosed Mall,Enclosed Mall ,107585351.3,26157240.4,66632538.6,,,,14795585.7,,,,,,,,7642272.0,,2022,183.1
101346,302952018.0,BP RUSSIA WHARF LLC,280  294 Congress St,2210.0,280 294 Congress St,2210.0,824958.0,Office,"Restaurant , Office , Data Center , Parking ",56707141.7,14127599.9,42579542.2,,,,,,,,,,,,4118359.0,,2022,68.7
101347,401037400.0,BP SUPERMARKET LLC,53 Huntington Ave,2116.0,53 Huntington Ave,2116.0,59527.0,Supermarket/Grocery Store,Supermarket/Grocery Store ,13212208.6,3788800.0,9423408.3,,,,,,,,,,,,946615.0,,2022,222.0
101348,1800113200.0,BPHC MATTAPAN DEV CORP,217-247 River St,2126.0,217 227 River St,2126.0,99180.0,Multifamily Housing,Multifamily Housing ,9521281.1,,,,,,,,,,,,,,,,2022,96.0
101353,305332000.0,BPP LINCOLN OWNER LLC,179 Lincoln St,2111.0,179 Lincoln St,2111.0,236461.0,Office,"Office , Parking ",11927445.7,5275680.1,6651765.7,,,,,,,,,,,,806346.0,,2022,50.4
101360,1403373000.0,BRADFORD ESTATES CONDO TR,2-26 Marden Ave,2124.0,55 Willowwood St,2124.0,39163.0,Multifamily Housing,Multifamily Housing ,1492739.8,,1492739.8,,,,,,,,,,,,118076.0,,2022,38.1
101365,503916000.0,BRAEMORE CONCO ASSN INC,464-466 Commonwealth Ave,22115.0,466 464 Commonwealth Ave,2215.0,100000.0,Multifamily Housing,Multifamily Housing ,4601329.8,2482000.1,2119329.7,,,,,,,,,,,,299458.0,24225030.0,2022,46.0
101411,501230000.0,BRE BOYLSTON OWNER LLC,399 Boylston St,2116.0,399 Boylston St,2116.0,290892.0,Office,Not Available,13500525.3,899600.0,12600925.4,,,,,,,,,,,,1044511.0,,2022,46.4
101414,2201165000.0,BRENTWOOD CONDOMINIUM TR,28 Brentwood St,2134.0,28 Brentwood St,2134.0,16000.0,Multifamily Housing,"Multifamily Housing , Parking ",712559.3,,200938.1,,,,,,511621.2,,,,,,53862.0,,2022,44.5
101415,501246000.0,BRENTWOOD PROPERTIES INC,20-24 Newbury St,2116.0,20 24 Newbury St,2116.0,14730.0,Strip Mall,Strip Mall ,1408159.6,387425.8,1020733.6,,,,,,,,,,,,101316.0,,2022,95.6
101416,1102158000.0,BREWERY DEVELOPMENT CO,31 Germania,2130.0,6 22 Bismarck St,2130.0,13052.0,Strip Mall,Strip Mall ,5970293.0,5508599.8,461693.1,,,,,,,,,,,,329082.0,,2022,457.4
101417,1102158000.0,BREWERY DEVELOPMENT CO,284 Amory,2130.0,6 22 Bismarck St,2130.0,75310.0,Strip Mall,Strip Mall ,4449768.2,1785799.9,2663968.1,,,,,,,,,,,,305564.0,,2022,59.1
101419,203515760.0,BRICKLAYERS BUILDING 104 LLC MASS LLC,104 First Ave,2129.0,104 First Ave,2129.0,47007.0,Multifamily Housing,"Multifamily Housing , Parking ",3484240.6,2388949.0,1095291.6,,,,,,,,,,,,213515.0,,2022,74.1
101424,1102247000.0,BRIGHAM AND WOMEN HOSPITAL INC,3293-3297 Washington St,2130.0,3283 3295 Washington St,2130.0,29656.0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient ,3022548.7,1104700.0,1917848.7,,,,,,,,,,,,,,2022,101.9
101425,2003599000.0,BRIGHAM AND WOMENS FAULKNER,1245 Centre St,2132.0,1245 Centre St,2132.0,52155.0,Medical Office,Other ,2814186.4,1486944.0,1327242.4,,,,,,,,,,,,183956.0,,2022,54.0
101426,1901065000.0,BRIGHAM AND WOMENS HOSPITAL,640-644 Centre St,2130.0,640 644 Centre St,2130.0,25551.0,Ambulatory Surgical Center,Ambulatory Surgical Center ,3002240.2,1498063.3,1504176.8,,,,,,,,,,,,198543.0,,2022,117.5
101429,2204054000.0,BRIGHTON ALLSTON APT'S MASS LLC,493-501 Washington St,2135.0,493 501 Washington St,2135.0,27024.0,Multifamily Housing,Multifamily Housing ,2031811.2,1569949.3,461862.0,,,,,,,,,,,,119913.0,,2022,75.2
101430,2101102000.0,BRIGHTON ALLSTON APTS LLC MASS LLC,1387 Commonwealth Ave,2135.0,1387 Commonwealth Ave,2134.0,24250.0,Multifamily Housing,Multifamily Housing ,1313748.9,1059350.2,254398.7,,,,,,,,,,,,76385.0,5920650.0,2022,54.2
101433,2100622000.0,BRIGHTON COMMONS LLC,61-67 Brighton Ave,2134.0,61 67 Brighton Ave,2134.0,52000.0,Multifamily Housing,Multifamily Housing ,101008.1,48900.0,52108.1,,,,,,,,,,,,6719.0,,2022,1.9
101434,2101829050.0,BRIGHTON MARINE HEALTH CENTER INC,1465 Commonwealth Ave,2135.0,1465 Commonwealth Ave,2135.0,125448.0,Multifamily Housing,"Multifamily Housing , Parking ",3868732.6,1696800.0,2171932.5,,,,,,,,,,,,261917.0,,2022,30.8
101438,2101925000.0,BRIGHTON PLACE CONDO TR,1625 Commonwealth Ave,2135.0,1625 1645 Commonwealth Ave,2135.0,303624.0,Multifamily Housing,Multifamily Housing ,18056337.0,14853100.1,3203236.8,,,,,,,,,,,,1042224.0,15899808.0,2022,59.5
101456,2200864000.0,BRIGHTON-ALLSTON ELDERLY HOMES INC,69 Holton St,2134.0,69 Holton St,2134.0,63538.0,Multifamily Housing,Multifamily Housing ,3571522.0,3025700.9,545821.1,,,,,,,,,,,,203869.0,,2022,56.2
101457,502499000.0,BRIMMER CHAMBERS CONDOMINIUM TRUST,112 Pinckney St,2114.0,112 Pinckney St,2114.0,35100.0,Multifamily Housing,Multifamily Housing ,1651502.9,29300.0,357874.4,,,,,,1264328.4,,,,,,123690.0,,2022,47.1
101459,1813011000.0,BRINKS INCORPORATED,46 Sprague St,2136.0,46 Sprague St,2136.0,34844.0,Distribution Center,"Distribution Center , Parking ",1632599.7,313225.0,1319374.7,,,,,,,,,,,,120998.0,,2022,46.9
101461,304040000.0,BROAD 115 EQUITY PARTNERS LLC,115-119 Broad St,2110.0,115 119 Broad St,2110.0,56094.0,Office,Office ,1468402.0,,1468402.0,,,,,,,,,,,,116151.0,,2022,26.2
101462,304041000.0,BROAD 125 REALTY PARTNERS  LLC,123-125 Broad St,2110.0,123 125 Broad St,2110.0,26600.0,Office,"Personal Services Health/Beauty, Dry Cleaning, etc , Office ",1047304.8,511300.0,536004.7,,,,,,,,,,,,69553.0,,2022,39.4
101469,304760000.0,BROMFIELD 44 LLC A MASS LLC,40-44 Bromfield St,2108.0,44 40 Bromfield St,2108.0,42417.0,Office,Office ,790369.5,687600.0,102769.4,,,,,,,,,,,,44647.0,,2022,18.6
101483,100899000.0,BROOKE CHARTER SCHOOL,94 Horace St,2128.0,94 Horace St,2128.0,40466.0,K-12 School,K- School ,3215485.0,1292054.7,1923430.4,,,,,,,,,,,,220764.0,,2022,79.5
101484,1405196910.0,BROOKE CHARTER SCHOOL,200 American Legion Hwy,2124.0,198 260 American Legion Hw,2124.0,108500.0,K-12 School,K- School ,4373087.7,2264619.5,2108468.3,,,,,,,,,,,,287054.0,,2022,40.3
101486,1903799000.0,BROOKE SCHOOL FOUNDATION INC,190-200 Cummins Hwy,2131.0,190 Cummins Hw,2131.0,90092.0,K-12 School,K- School ,3719548.9,2781341.3,938207.5,,,,,,,,,,,,221929.0,,2022,41.3
101506,1001610000.0,BROOKS POND CONDO ASSN,30 Jamaicaway,2130.0,30 Jamaicaway St,2130.0,14724.0,Multifamily Housing,Multifamily Housing ,1030284.6,26800.0,203181.2,,,,,,800303.4,,,,,,76885.0,,2022,70.0
101513,900705000.0,BROWNSTONE APARTMENTS LLC A MASS LLC,159-161 W Springfield St,2118.0,161 159 W Springfield St,2118.0,17685.0,Multifamily Housing,Multifamily Housing ,1284073.4,1027596.8,256476.6,,,,,,,,,,,,74863.0,,2022,72.6
101519,400554010.0,BRYANT BACK BAY CONDO TRUST,301-303 Columbus Ave,2116.0,301 319 Columbus Ave,2116.0,102055.0,Multifamily Housing,"Multifamily Housing , Parking ",4756281.3,1041200.0,3715081.1,,,,,,,,,,,,349161.0,,2022,46.6
101526,203510020.0,BUILDING 62 CORP,62 Thirteenth St,2129.0,62 Thirteenth St,2129.0,52823.0,Office,Office ,1633766.0,472277.2,1161488.8,,,,,,,,,,,,116956.0,,2022,30.9
101534,100548100.0,BULGROUP COLORADO LLC,175 William F Mcclellan Hwy,2128.0,175 Mcclellan Hw,2128.0,405215.0,Non-Refrigerated Warehouse,"Worship Facility , Office , Non-Refrigerated Warehouse , Parking , Manufacturing/Industrial Plant , Other ",8916808.9,2238300.0,6678508.9,,,,,,,,,,,,647146.0,,2022,22.0
101537,201189000.0,BUNKER HILL SCHOOL CONDO TR,68 Baldwin St,2129.0,68 Baldwin St,2129.0,35306.0,Multifamily Housing,Multifamily Housing ,745708.1,124400.0,621308.1,,,,,,,,,,,,55752.0,,2022,21.1
101539,401402000.0,BURBANK APARTMENTS CO,16-22 Haviland St,2115.0,16 18 Haviland St,2115.0,39644.0,Multifamily Housing,Multifamily Housing ,2915531.2,2254108.2,661423.0,,,,,,,,,,,,172034.0,,2022,73.5
101540,401440000.0,BURBANK GARDENS APARTMENTS   LLC,31 Burbank St,2115.0,31 41 Burbank St,2115.0,40461.0,Multifamily Housing,Multifamily Housing ,3507053.0,2964678.1,542374.9,,,,,,,,,,,,200356.0,,2022,86.7
101541,1102605040.0,BURNETT STREET LLC,45 Burnett St,2130.0,45 Burnett St,2130.0,47124.0,Multifamily Housing,Multifamily Housing ,2204068.1,1185900.0,1018168.1,,,,,,,,,,,,143520.0,,2022,46.8
101544,402546000.0,BURTON RONALD E JR TS,29-33 Wellington St,2118.0,29 33 Wellington St,2118.0,24800.0,Multifamily Housing,Multifamily Housing ,753536.8,,753536.8,,,,,,,,,,,,59605.0,,2022,30.4
101545,1703703000.0,BUTLER LP MASS LP,68 Butler St,2124.0,68 Butler St,2124.0,31232.0,Multifamily Housing,Multifamily Housing ,1587501.9,,371266.5,,,,,,1216235.4,,,,,,119624.0,,2022,50.8
101546,1901313000.0,BYNNER ESTATES CONDO TR,2 Greenough Ave,2130.0,2 Greenough Ave,2130.0,20360.0,Multifamily Housing,Multifamily Housing ,1687899.9,340000.0,182876.4,,,,,,1165023.5,,,,,,118979.0,,2022,82.9
101549,1902190000.0,CABOT ESTATE CONDO TR,207 Perkins St,2130.0,175 309 Perkins St,2130.0,315739.0,Multifamily Housing,Multifamily Housing ,10423820.8,,10423820.4,,,,,,,,,,,,824524.0,,2022,33.0
101599,603610000.0,CAHILL L ST LLC,603-609 E First St,2127.0,836 844 Summer St,2127.0,47337.0,Office,Office ,2514735.4,1592400.1,922335.3,,,,,,,,,,,,157529.0,,2022,53.1
101601,401336000.0,CAMBRIA- SCOTIA COMPANY,50 Dalton St,2115.0,50 Dalton St,2115.0,225039.0,Parking,Parking ,16581150.6,11229288.5,5351861.9,,,,,,,,,,,,1019720.0,,2022,82.9
101602,2101267000.0,CAMELOT COMPANY THE,10 Camelot Ct,2135.0,10 Camelot Ct,2135.0,69300.0,Multifamily Housing,Multifamily Housing ,4938454.0,4039507.9,898946.0,,,,,,,,,,,,285645.0,,2022,71.3
101647,301619000.0,CANAL ST LLC 90,84-98 Canal St,2114.0,90 Canal St,2114.0,93548.0,Office,Office ,6886194.4,3812425.9,3073768.4,,,,,,,,,,,,,,2022,73.6
101649,1806640000.0,CANTERBURY HEIGHTS MANOR CONDO TR,624 Hyde Park Ave,2131.0,624 Hyde Park Ave,2131.0,12000.0,Multifamily Housing,Multifamily Housing ,1656223.9,,540665.5,,,,,1115558.4,,,,,,,124760.0,,2022,138.0
101650,1806810000.0,CANTERBURY VILLAGE CONDO TR,790 Hyde Park Ave,2136.0,800 790 Hyde Park Ave,2136.0,62400.0,Multifamily Housing,Multifamily Housing ,5857149.4,4807689.9,1049459.5,,,,,,,,,,,,338349.0,,2022,93.9
101651,303005000.0,CAP LONG WHARF LLC,70 Long Whf,2110.0,70 Long Wh,2110.0,70000.0,Office,Office ,862134.0,492086.7,370047.4,,,,,,,,,,,,55405.0,,2022,12.3
101652,203510075.0,CAPTAINS QUARTERS,3 Thirteenth St,2129.0,Fifth Ave,2129.0,24606.0,Office,Office ,1050422.8,,594788.4,,,,,,455634.6,,,,,,80860.0,,2022,42.7
101657,105402300.0,CARLTON WHARF CONDO TRUST,113 Sumner St,2128.0,113 Sumner St,2128.0,21275.0,Multifamily Housing,Multifamily Housing ,2114965.6,1501000.0,613965.5,,,,,,,,,,,,128283.0,,2022,99.4
101658,802580000.0,CARMELITE CONVENT,77 Mount Pleasant Ave,2119.0,77 Mt Pleasant Ave,2119.0,34664.0,Worship Facility,Worship Facility ,1130626.3,968419.9,162206.4,,,,,,,,,,,,64263.0,,2022,32.6
101661,2101747000.0,CAROL AVE APARTMENTS LLC,10-12 Carol Ave,2134.0,10 12 Carol Ave,2134.0,40488.0,Multifamily Housing,Multifamily Housing ,2088828.1,1533733.2,555094.9,,,,,,,,,,,,125365.0,15657433.0,2022,51.6
101664,301498000.0,CASA MARIA APARTMENTS LP,130 Endicott St,2113.0,34 Thatcher St,2113.0,79136.0,Multifamily Housing,Multifamily Housing ,6210117.4,4917320.9,1292796.6,,,,,,,,,,,,363419.0,,2022,78.5
